status_id,lexical_richness,lexical_density,avg_word_length,flesch_reading_ease,length_of_line,compound_sentiment,positive_sentiment,negative_sentiment,num_hyperbolic_words,avg_sentence_length,clickbait_words_count,starts_with_number,starts_with_adverb,count_adverbs,count_adjectives,count_superlatives,count_uppercase,count_verbs,count_nouns,count_pronouns,count_prepositions,count_interjections,formality_measure,positive_sentiment_words,negative_sentiment_words
5550296508_10154246792431509,1.0,1.0,7.125,54.9,64,0.5267,0.327,0.0,0,64.0,0,0,0,0,2,0,0,1,5,0,0,0,50.25,1.0,0.0
5550296508_10154246744741509,1.0,0.8888888888888888,6.666666666666667,28.5,68,-0.0762,0.0,0.139,0,68.0,0,0,0,1,1,0,0,3,4,0,1,0,50.07142857142857,1.0,0.0
5550296508_10154246702321509,1.0,0.6,4.8,86.71,57,0.8074,0.542,0.0,0,57.0,0,0,0,0,1,0,0,2,2,2,1,0,50.0,3.0,0.0
5550296508_10154246531816509,1.0,0.6363636363636364,5.2727272727272725,94.15,68,0.0,0.0,0.0,0,68.0,0,0,0,0,0,0,0,1,6,1,1,0,50.2,0.0,0.0
5550296508_10154246475481509,1.0,0.5833333333333334,4.5,84.68,65,0.0,0.0,0.0,0,65.0,0,0,0,0,1,0,0,3,4,2,0,0,50.0,0.0,0.0
5550296508_10154246410031509,1.0,0.75,5.125,71.82,48,-0.7906,0.0,0.538,0,48.0,0,0,0,0,0,0,0,0,6,0,2,0,50.44444444444444,0.0,2.0
5550296508_10154246403121509,1.0,0.6666666666666666,5.222222222222222,62.34,55,-0.3612,0.0,0.238,0,55.0,0,0,0,0,0,0,0,1,5,0,3,0,50.35,0.0,1.0
5550296508_10154246372271509,1.0,0.6666666666666666,6.333333333333333,73.85,43,-0.6808,0.0,0.479,0,43.0,0,0,0,0,0,0,0,2,3,1,0,0,50.0,0.0,1.0
5550296508_10154246327221509,1.0,0.875,5.625,71.82,52,0.0,0.0,0.0,0,52.0,0,0,0,0,1,0,0,1,6,0,1,0,50.291666666666664,0.0,0.0
5550296508_10154246269511509,1.0,0.8333333333333334,5.666666666666667,56.93,39,0.7384,0.512,0.0,0,39.0,0,0,0,1,1,0,0,1,3,0,0,0,50.142857142857146,1.0,0.0
5550296508_10154246232956509,1.0,0.8,4.5,86.71,54,0.836,0.497,0.0,0,54.0,0,0,0,2,1,0,0,1,4,0,2,0,50.18181818181818,2.0,0.0
5550296508_10154246195521509,1.0,0.8888888888888888,5.222222222222222,53.88,55,0.0,0.0,0.0,0,55.0,0,0,0,1,1,0,0,1,5,0,1,0,50.25,0.0,0.0
5550296508_10154246170056509,1.0,0.8,6.2,83.32,35,0.0,0.0,0.0,0,35.0,0,0,0,0,0,0,0,0,4,0,0,0,50.357142857142854,0.0,0.0
5550296508_10154246089701509,1.0,0.625,5.375,80.28,50,0.7269,0.504,0.0,0,50.0,0,0,0,0,3,0,0,2,0,1,0,0,50.04545454545455,2.0,0.0
5550296508_10154246027271509,1.0,1.0,7.428571428571429,47.45,58,0.0,0.0,0.0,0,28.5,0,0,0,0,0,0,0,1,6,0,0,0,50.25,0.0,0.0
5550296508_10154245986731509,1.0,0.75,5.375,63.36,50,-0.4767,0.0,0.307,0,50.0,0,0,0,2,0,0,0,2,3,0,0,0,49.94444444444444,0.0,1.0
5550296508_10154245872091509,1.0,0.7,6.7,27.49,76,-0.4019,0.0,0.231,0,76.0,0,0,0,0,1,0,0,2,5,0,2,0,50.27272727272727,0.0,1.0
5550296508_10154245833121509,1.0,0.75,6.125,46.44,56,0.0,0.0,0.0,0,56.0,0,0,0,0,0,0,0,3,3,0,0,0,50.0,0.0,0.0
5550296508_10154245825876509,1.0,0.6,4.9,61.33,58,-0.6249,0.0,0.313,0,58.0,0,0,0,0,1,0,0,1,4,0,2,0,50.333333333333336,0.0,1.0
5550296508_10154245796506509,1.0,0.8,4.8,86.71,57,-0.6908,0.0,0.416,0,57.0,0,0,0,1,0,0,0,3,5,1,2,0,50.06666666666667,0.0,2.0
5550296508_10154245762826509,1.0,0.875,5.375,37.98,50,0.0,0.0,0.0,0,50.0,0,0,0,1,0,0,0,2,4,0,1,0,50.111111111111114,0.0,0.0
5550296508_10154245719811509,1.0,0.5714285714285714,4.571428571428571,98.21,38,0.5719,0.381,0.0,0,38.0,0,0,0,1,0,0,0,3,1,0,0,0,49.888888888888886,1.0,0.0
5550296508_10154245660091509,1.0,0.7692307692307693,5.615384615384615,49.82,85,-0.8176,0.0,0.405,0,85.0,0,0,0,0,2,0,0,2,7,0,3,0,50.294117647058826,0.0,2.0
5550296508_10154245550456509,1.0,1.0,7.0,83.32,39,-0.4588,0.0,0.429,0,39.0,0,0,0,0,2,0,0,0,4,0,0,0,50.3,0.0,1.0
5550296508_10154245431831509,1.0,0.8571428571428571,7.142857142857143,47.45,56,0.0,0.0,0.0,0,56.0,0,0,0,0,1,0,0,2,5,0,0,0,50.18181818181818,0.0,0.0
5550296508_10154245392401509,1.0,0.8181818181818182,5.181818181818182,68.77,67,-0.1531,0.162,0.204,0,67.0,0,0,0,0,0,0,0,2,6,0,2,0,50.21875,1.0,1.0
5550296508_10154245344501509,1.0,0.7142857142857143,6.142857142857143,72.83,49,0.4019,0.31,0.0,0,49.0,0,0,0,0,1,0,0,0,5,0,1,0,50.36363636363637,1.0,0.0
5550296508_10154245302036509,1.0,1.0,7.5,14.62,50,0.0,0.0,0.0,0,50.0,0,0,0,0,1,0,0,1,5,0,0,0,50.25,0.0,0.0
5550296508_10154245233691509,1.0,0.75,5.625,71.82,52,0.0,0.0,0.0,0,52.0,0,0,0,0,2,0,0,1,2,0,1,0,50.2,0.0,0.0
5550296508_10154245127491509,1.0,0.6153846153846154,4.615384615384615,92.12,72,0.0,0.0,0.0,0,72.0,0,0,0,0,1,0,0,2,4,1,2,0,50.166666666666664,0.0,0.0
5550296508_10154244997116509,1.0,1.0,7.428571428571429,55.91,58,0.0,0.0,0.0,0,58.0,0,0,0,0,2,0,0,1,4,0,0,0,50.208333333333336,0.0,0.0
5550296508_10154244944646509,1.0,0.8181818181818182,6.181818181818182,60.31,78,0.0,0.0,0.0,0,78.0,0,0,0,0,1,0,0,4,5,1,1,0,50.06666666666667,0.0,0.0
5550296508_10154244894241509,1.0,0.7777777777777778,5.0,79.26,53,0.0,0.0,0.0,0,53.0,0,0,0,0,0,0,0,2,5,0,2,0,50.25,0.0,0.0
5550296508_10154244828201509,1.0,1.0,7.125,54.9,64,0.5267,0.327,0.0,0,64.0,0,0,0,0,2,0,0,1,5,0,0,0,50.25,1.0,0.0
5550296508_10154244777781509,1.0,0.7,4.6,78.25,55,0.0,0.0,0.0,0,55.0,0,0,0,0,2,0,0,1,4,1,1,0,50.22727272727273,0.0,0.0
5550296508_10154244669101509,1.0,0.7272727272727273,4.636363636363637,77.23,61,-0.5256,0.0,0.253,0,61.0,0,0,0,1,2,0,0,1,4,0,2,0,50.214285714285715,0.0,1.0
5550296508_10154244605491509,1.0,0.6666666666666666,5.333333333333333,90.77,37,0.0,0.0,0.0,0,37.0,0,0,0,0,0,0,0,1,3,0,0,0,50.25,0.0,0.0
5550296508_10154244554536509,1.0,0.8571428571428571,5.714285714285714,72.83,46,0.6597,0.519,0.0,0,46.0,0,0,0,0,1,0,0,1,4,0,1,0,50.3125,2.0,0.0
5550296508_10154244461571509,1.0,0.8461538461538461,5.615384615384615,32.9,85,-0.4767,0.124,0.302,0,85.0,0,0,0,0,0,0,0,3,7,0,0,0,50.15625,1.0,2.0
5550296508_10154244353706509,1.0,0.7,4.8,78.25,57,-0.5423,0.0,0.28,0,57.0,0,0,0,0,0,0,0,1,6,2,2,0,50.17857142857143,0.0,1.0
5550296508_10154244312946509,1.0,0.7777777777777778,4.777777777777778,70.8,51,0.3182,0.223,0.0,0,51.0,0,0,0,0,2,0,0,0,5,0,1,0,50.45,1.0,0.0
5550296508_10154244269806509,1.0,0.9,4.9,103.62,58,0.0,0.0,0.0,0,58.0,0,0,0,1,0,0,0,2,6,1,1,0,50.09375,0.0,0.0
5550296508_10154244222486509,1.0,0.875,5.875,63.36,54,-0.6486,0.0,0.381,0,54.0,0,0,0,0,0,0,0,1,6,0,0,0,50.208333333333336,0.0,1.0
5550296508_10154244188706509,1.0,0.8571428571428571,6.142857142857143,72.83,49,0.0,0.0,0.0,0,49.0,0,0,0,0,0,0,0,1,5,0,1,0,50.27777777777778,0.0,0.0
5550296508_10154244084891509,1.0,0.8181818181818182,6.2727272727272725,43.39,79,0.3818,0.206,0.0,0,79.0,0,0,0,0,1,0,0,0,9,0,2,0,50.4,1.0,0.0
5550296508_10154243951041509,1.0,0.7777777777777778,6.111111111111111,62.34,63,-0.1779,0.0,0.278,0,63.0,0,0,0,0,1,0,0,1,6,0,2,0,50.30769230769231,0.0,2.0
5550296508_10154243935356509,1.0,0.7777777777777778,6.444444444444445,70.8,66,0.0,0.0,0.0,0,66.0,0,0,0,0,1,0,0,3,4,0,1,0,50.15,0.0,0.0
5550296508_10154243818421509,1.0,0.875,5.75,71.82,53,-0.2263,0.0,0.213,0,53.0,0,0,0,0,1,0,0,1,5,0,0,0,50.27777777777778,0.0,1.0
5550296508_10154243787796509,1.0,0.7272727272727273,5.818181818181818,57.43,74,-0.6908,0.0,0.388,0,74.0,0,0,0,0,1,0,0,4,4,0,2,0,50.11538461538461,0.0,2.0
5550296508_10154243719571509,1.0,0.7777777777777778,4.888888888888889,79.26,52,0.0,0.0,0.0,0,52.0,0,0,0,0,1,0,0,1,5,0,0,0,50.23076923076923,0.0,0.0
5550296508_10154243669676509,1.0,0.8333333333333334,8.833333333333334,-27.67,58,0.0,0.0,0.0,0,58.0,0,0,0,0,0,0,0,1,4,0,1,0,50.285714285714285,0.0,0.0
5550296508_10154243574641509,1.0,0.875,6.125,54.9,56,0.0,0.0,0.0,0,56.0,0,0,0,0,1,0,0,0,7,0,1,0,50.375,0.0,0.0
5550296508_10154243537796509,1.0,0.7142857142857143,6.142857142857143,47.45,49,0.0,0.0,0.0,0,49.0,0,0,0,0,0,0,0,3,2,1,0,0,49.9,0.0,0.0
5550296508_10154243449196509,1.0,0.7857142857142857,4.642857142857143,92.12,78,0.5411,0.212,0.0,0,78.0,0,0,0,1,1,0,0,1,7,0,1,0,50.205882352941174,1.0,0.0
5550296508_10154243379846509,1.0,0.7142857142857143,4.714285714285714,98.21,39,-0.296,0.0,0.268,0,39.0,0,0,0,0,0,0,0,1,4,0,0,0,50.25,0.0,1.0
5550296508_10154243280461509,1.0,0.625,4.375,105.66,42,0.4847,0.31,0.0,0,42.0,0,0,0,1,0,0,0,1,5,0,0,0,50.18181818181818,0.0,1.0
5550296508_10154243238061509,1.0,0.8,6.4,32.56,36,0.891,0.841,0.0,0,36.0,0,0,0,0,0,0,0,0,5,0,1,0,50.333333333333336,3.0,0.0
5550296508_10154243153511509,1.0,0.7,5.1,78.25,60,-0.2023,0.207,0.26,0,60.0,0,0,0,0,1,0,0,1,4,1,2,0,50.27272727272727,1.0,1.0
5550296508_10154243100986509,1.0,0.6363636363636364,4.2727272727272725,102.61,57,0.0,0.0,0.0,0,57.0,0,0,0,1,2,0,0,2,3,0,2,0,50.166666666666664,0.0,0.0
5550296508_10154243057746509,1.0,1.0,7.142857142857143,13.61,56,0.0,0.0,0.0,0,56.0,0,0,0,0,0,0,0,1,6,0,0,0,50.3125,0.0,0.0
5550296508_10154242949511509,1.0,0.7777777777777778,6.111111111111111,53.88,63,-0.7579,0.0,0.481,0,63.0,0,0,0,0,1,0,0,2,4,0,1,0,50.2,0.0,2.0
5550296508_10154242887506509,1.0,0.75,6.5,46.44,59,0.0,0.0,0.0,0,59.0,0,0,0,0,1,0,0,2,4,0,0,0,50.15384615384615,0.0,0.0
5550296508_10154242817476509,1.0,1.0,5.2,66.4,30,0.0,0.0,0.0,0,30.0,0,0,0,0,1,0,0,0,3,0,0,0,50.285714285714285,0.0,0.0
5550296508_10154242697416509,0.9285714285714286,0.6428571428571429,4.785714285714286,82.65,80,-0.7717,0.0,0.379,0,80.0,0,0,0,0,1,0,0,2,8,1,2,0,50.23684210526316,0.0,2.0
5550296508_10154242618841509,1.0,0.8333333333333334,7.166666666666667,48.47,48,-0.4005,0.0,0.35,0,48.0,0,0,0,1,1,1,0,0,3,0,0,0,50.22222222222222,0.0,1.0
5550296508_10154242567891509,1.0,0.6923076923076923,4.384615384615385,92.12,69,0.0,0.0,0.0,0,69.0,0,0,0,1,0,0,0,1,6,0,1,0,50.214285714285715,0.0,0.0
5550296508_10154242514471509,1.0,0.6666666666666666,4.333333333333333,90.77,31,0.0,0.0,0.0,0,31.0,0,0,0,1,1,0,0,1,1,1,0,0,50.0,0.0,0.0
5550296508_10154242391576509,1.0,0.9,5.7,45.42,66,-0.4404,0.0,0.266,0,66.0,0,0,0,0,0,0,0,1,7,0,1,0,50.291666666666664,0.0,1.0
5550296508_10154242273911509,1.0,0.875,5.625,54.9,52,0.0,0.0,0.0,0,25.5,0,0,0,0,1,0,0,1,5,0,0,0,50.25,0.0,0.0
5550296508_10154242070961509,1.0,0.8333333333333334,5.666666666666667,50.84,79,-0.7579,0.0,0.394,0,79.0,0,0,0,0,0,0,0,2,8,0,1,0,50.25,0.0,2.0
5550296508_10154241973191509,1.0,0.9,5.5,62.34,64,0.0,0.0,0.0,0,64.0,0,0,0,0,1,0,0,1,7,0,0,0,50.25,0.0,0.0
5550296508_10154241874506509,1.0,0.8333333333333334,6.0,73.85,41,-0.4215,0.0,0.412,0,41.0,0,0,0,0,0,0,0,1,4,0,0,0,50.285714285714285,0.0,1.0
5550296508_10154241792646509,1.0,0.75,4.25,108.4,83,-0.6249,0.0,0.227,0,41.0,0,0,0,1,0,0,0,3,9,1,2,0,50.17391304347826,0.0,1.0
5550296508_10154241729256509,1.0,0.875,5.375,71.82,50,0.0,0.0,0.0,0,24.5,0,0,0,0,0,0,0,1,6,0,0,0,50.25,0.0,0.0
5550296508_10154241652346509,1.0,0.7,5.1,69.79,60,-0.34,0.0,0.211,0,60.0,0,0,0,1,0,0,0,1,5,1,0,0,50.1,0.0,1.0
5550296508_10154241599516509,1.0,0.7,5.0,86.71,59,-0.5859,0.0,0.297,0,59.0,0,0,0,0,0,0,0,1,7,0,2,0,50.3,0.0,1.0
5550296508_10154241535471509,1.0,0.9090909090909091,6.181818181818182,60.31,78,-0.34,0.0,0.194,0,78.0,0,0,0,1,1,0,0,1,7,0,1,0,50.21875,0.0,1.0
5550296508_10154241480946509,1.0,0.6,4.9,78.25,58,-0.4019,0.0,0.252,0,58.0,0,0,0,1,1,0,0,1,6,0,0,0,50.2,0.0,1.0
5550296508_10154241433811509,1.0,0.7777777777777778,5.0,96.18,53,0.2023,0.184,0.0,0,53.0,0,0,0,2,1,0,0,0,7,0,0,0,50.1875,1.0,0.0
5550296508_10154241278111509,1.0,0.9,4.6,91.78,55,-0.296,0.0,0.216,0,27.0,0,0,0,0,0,0,0,2,6,0,1,0,50.2,0.0,1.0
5550296508_10154241222306509,0.9166666666666666,0.5833333333333334,5.666666666666667,50.84,79,-0.4019,0.0,0.197,0,79.0,0,0,0,0,0,0,0,2,6,0,2,0,50.30769230769231,0.0,1.0
5550296508_10154241151081509,1.0,0.8333333333333334,6.0,56.93,41,0.0,0.0,0.0,0,41.0,0,0,0,0,0,0,0,2,3,0,1,0,50.142857142857146,0.0,0.0
5550296508_10154241115156509,1.0,1.0,7.833333333333333,23.09,52,0.0,0.0,0.0,0,52.0,0,0,0,0,2,0,0,0,3,0,1,0,50.42857142857143,0.0,0.0
5550296508_10154241079671509,1.0,0.6666666666666666,4.5,107.69,32,0.0,0.0,0.0,0,32.0,0,0,0,0,1,0,0,1,2,0,1,0,50.214285714285715,0.0,0.0
5550296508_10154241022781509,1.0,1.0,10.75,-25.64,46,0.2732,0.412,0.0,0,46.0,0,0,0,0,1,0,0,1,2,0,0,0,50.2,1.0,0.0
5550296508_10154240963431509,1.0,0.75,5.5,63.36,51,-0.9201,0.0,0.708,0,51.0,0,0,0,0,0,0,0,1,6,0,2,0,50.26923076923077,0.0,3.0
5550296508_10154240917556509,1.0,1.0,8.0,5.15,62,0.0,0.0,0.0,0,62.0,0,0,0,1,1,0,0,1,3,0,1,0,50.1875,0.0,0.0
5550296508_10154240904586509,1.0,0.6666666666666666,4.166666666666667,99.23,30,0.0,0.0,0.0,0,30.0,0,0,0,0,0,0,0,1,3,0,1,0,50.285714285714285,0.0,0.0
5550296508_10154240842206509,0.875,0.5,4.625,105.66,44,0.0,0.0,0.0,0,44.0,0,0,0,0,0,0,0,1,3,0,2,0,50.333333333333336,0.0,0.0
5550296508_10154240787801509,1.0,1.0,5.666666666666667,90.77,39,-0.2023,0.0,0.265,0,39.0,0,0,0,0,2,0,0,1,3,0,0,0,50.22222222222222,0.0,1.0
5550296508_10154240751006509,1.0,0.7777777777777778,6.333333333333333,45.42,65,0.0,0.0,0.0,0,65.0,0,0,0,0,1,0,0,2,6,0,1,0,50.214285714285715,0.0,0.0
5550296508_10154240688646509,1.0,0.8,4.8,86.71,57,0.0,0.0,0.0,0,57.0,0,0,0,0,1,0,0,2,3,2,1,0,50.03333333333333,0.0,0.0
5550296508_10154240670636509,1.0,0.8461538461538461,5.153846153846154,81.8,79,-0.4767,0.0,0.205,0,79.0,0,0,0,1,0,0,0,1,9,0,2,0,50.3,0.0,1.0
5550296508_10154240615736509,0.9090909090909091,0.6363636363636364,4.545454545454546,60.31,60,0.0,0.0,0.0,0,60.0,0,0,0,0,1,1,0,1,4,0,2,0,50.333333333333336,0.0,0.0
5550296508_10154240560076509,1.0,1.0,6.333333333333333,40.01,43,0.0,0.0,0.0,0,43.0,0,0,0,0,1,0,0,1,4,0,0,0,50.25,0.0,0.0
5550296508_10154240512556509,1.0,0.875,6.25,46.44,57,0.0,0.0,0.0,0,57.0,0,0,0,1,1,0,0,2,4,0,1,0,50.125,0.0,0.0
5550296508_10154240473636509,1.0,1.0,6.0,62.34,62,0.128,0.158,0.0,0,62.0,0,0,0,0,3,1,0,1,5,0,0,0,50.25,1.0,0.0
5550296508_10154240442111509,1.0,0.7777777777777778,5.666666666666667,70.8,59,-0.4767,0.0,0.279,0,59.0,0,0,0,0,0,0,0,3,4,0,2,0,50.15,0.0,1.0
5550296508_10154240376611509,1.0,0.6923076923076923,5.230769230769231,66.74,80,-0.0762,0.269,0.234,0,80.0,0,0,0,1,1,0,0,3,5,1,2,0,50.078947368421055,0.0,3.0
5550296508_10154240317831509,1.0,0.8333333333333334,6.666666666666667,14.62,45,-0.296,0.0,0.306,0,22.0,0,0,0,0,1,0,0,1,3,1,0,0,50.1,0.0,1.0
5550296508_10154240276576509,1.0,0.6,4.4,108.7,26,-0.4767,0.0,0.437,0,26.0,0,0,0,0,0,0,0,0,3,0,1,0,50.357142857142854,0.0,1.0
5550296508_10154240244071509,1.0,1.0,7.333333333333333,23.09,49,0.296,0.306,0.0,0,49.0,0,0,0,0,0,0,0,1,4,0,1,0,50.285714285714285,1.0,0.0
5550296508_10154240184441509,1.0,0.45454545454545453,5.090909090909091,77.23,66,-0.3559,0.0,0.198,0,66.0,0,0,0,2,1,1,0,1,4,0,1,0,50.208333333333336,1.0,0.0
5550296508_10154240090481509,1.0,0.8333333333333334,5.666666666666667,73.85,39,0.0,0.0,0.0,0,39.0,0,0,0,0,0,0,0,0,4,0,1,0,50.375,0.0,0.0
5550296508_10154240011906509,1.0,0.75,5.625,63.36,52,0.0,0.0,0.0,0,52.0,0,0,0,0,1,0,0,1,5,0,1,0,50.26923076923077,0.0,0.0
5550296508_10154239891721509,1.0,0.8333333333333334,6.333333333333333,56.93,43,0.0,0.0,0.0,0,43.0,0,0,0,0,0,0,0,2,3,0,1,0,50.142857142857146,0.0,0.0
5550296508_10154239730481509,1.0,0.7777777777777778,6.111111111111111,53.88,63,0.0,0.0,0.0,0,63.0,0,0,0,0,0,0,0,1,7,0,1,0,50.30769230769231,0.0,0.0
5550296508_10154239576631509,1.0,0.8333333333333334,6.25,42.38,86,0.4939,0.225,0.0,0,86.0,0,0,0,1,0,0,0,1,9,0,1,0,50.30769230769231,1.0,0.0
5550296508_10154239525566509,1.0,0.8181818181818182,5.454545454545454,43.39,70,-0.6908,0.0,0.416,0,70.0,0,0,0,0,2,0,0,2,4,1,2,0,50.19230769230769,0.0,2.0
5550296508_10154239476121509,0.875,0.5,5.0,80.28,47,0.0,0.0,0.0,0,47.0,0,0,0,0,0,0,0,0,4,0,2,0,50.4,0.0,0.0
5550296508_10154239406166509,1.0,0.875,6.125,46.44,56,0.7003,0.492,0.0,0,56.0,0,0,0,0,0,0,0,0,6,0,1,0,50.31818181818182,2.0,0.0
